;;;vest;bo31;bo31hk;bo3_nw;doelgroep;ephh;groei_jong;groei_llvo;kernen500;lidr_w_nw;inwo;inw75+dr;wad1;wad3;wad2;jong;kernen;LOdr;ll_so;ll_vo;loonksub;nwmigr;cf.landelijk;cf.lokaal;cf.regionaal;oeverdhbftot;oeverbftot;oadw;goab;opbebnk;opbebnkbfnk;opbebk;opbebkbfk;biwa;buiwamax;histk40;histk65;histk4164;landbftot;land;WOZnwe70;WOZnwg70;WOZwe80;vast;Amsterdam;Den Haag;Rotterdam;woonr;woonrbfk
CBS;Naam;Prov;bedrijven;bewoonde oorden 1930;historische woningen in bewoonde oorden 1930;bijstandsontvangers;doelgroepenregister gemeentelijke doelgroep;éénpersoonshuishoudens;extra groei jongeren;extra groei leerlingen voortgezet onderwijs;grote woonkernen;huishoudens met een laag inkomen met drempel;inwoners;inwoners 75+ met drempel;inwoners waddengemeenten (<2500 inwoners);inwoners waddengemeenten (>7500 inwoners);inwoners waddengemeenten (2500 tot 7500 inwoners);jongeren;kernen;laag opleidingsniveau met drempel;leerlingen (voortgezet) speciaal onderwijs;leerlingen voortgezet onderwijs;loonkostensubsidie;migratieachtergrond;landelijke centrumfunctie;lokale centrumfunctie;regionale centrumfunctie;(oeverlengte+2*veen/kleiveengebied)*bf.gemeente*dh.factor;oeverlengte*bodemfactor gemeente;omgevingsadressendichtheid;onderwijsachterstand;oppervlak bebouwing buitengebied;oppervlak bebouwing buitengebied ∗ bodemfactor buitengebied;oppervlak bebouwing woonkern;oppervlak bebouwing woonkern ∗ bodemfactor woonkern;oppervlak binnenwater;oppervlak buitenwater;oppervlak historische kern < 40 ha;oppervlak historische kern > 65 ha;oppervlak historische kern 40 tot 65 ha;oppervlak land * bodemfactor gemeente;oppervlak land;ozb niet-woningen eigenaren;ozb niet-woningen gebruikers;ozb woningen eigenaren;vast bedrag;vast bedrag Amsterdam;verkiezingen Den Haag;vast bedrag Rotterdam;woonruimten;woonruimten ∗ bodemfactor woonkern
1658;Heeze-Leende;10;2.769,22;0,00;0,00;95,13;73,39;2.145,80;0,00;0,00;3,00;756,53;17.261,15;1.199,46;0,00;0,00;0,00;2.977,40;5,00;1.085,77;2.193,54;0,00;27,88;820,39;2.395,84;13.303,47;2.972,05;2.316,22;1.425,00;4.635,71;196,61;65,23;65,23;116,26;116,09;111,00;0,00;0,00;0,00;0,00;10.394,00;10.394,00;308.255.212,39;259.943.869,17;3.291.111.540,27;1,00;0,00;0,00;0,00;7.752,03;7.752,03
794;Helmond;10;11.845,80;4.770,00;4.770,00;2.296,64;1.442,58;15.636,79;0,00;0,00;1,00;9.844,74;97.603,57;2.464,96;0,00;0,00;0,00;18.176,14;1,00;12.799,75;3.487,39;4.218,38;361,37;15.343,33;139.898,68;109.440,21;150.351,41;26.452,33;1.500,00;82.569,37;8.065,74;90,32;90,32;526,70;525,96;164,00;0,00;10,00;0,00;0,00;5.311,00;5.311,00;1.718.658.008,75;1.707.120.971,56;13.494.762.523,46;1,00;0,00;0,00;0,00;44.131,14;44.131,14
797;Heusden;10;7.107,48;1.162,00;0,00;502,22;372,42;6.195,26;0,00;0,00;2,00;3.615,07;46.870,46;1.961,17;0,00;0,00;0,00;8.618,41;3,00;5.117,50;151,43;1.013,60;97,58;3.484,45;35.280,47;48.027,94;39.121,89;10.001,41;1.752,00;22.758,03;1.333,28;57,20;57,20;304,29;303,86;244,00;0,00;16,00;0,00;0,00;7.878,00;7.878,00;665.542.832,84;637.421.304,69;7.848.584.594,14;1,00;0,00;0,00;0,00;20.319,67;20.319,67
798;Hilvarenbeek;10;2.670,50;0,00;0,00;107,91;83,25;2.004,06;0,00;0,00;2,00;839,59;16.325,05;950,13;0,00;0,00;0,00;2.880,93;9,00;1.137,10;0,00;0,00;28,95;555,75;1.536,57;13.060,85;1.971,26;2.061,72;1.232,00;4.742,84;153,28;94,33;94,33;112,21;112,06;168,00;0,00;0,00;0,00;0,00;9.482,00;9.482,00;341.784.726,72;299.962.966,91;2.988.023.959,12;1,00;0,00;0,00;0,00;7.971,15;7.971,15
1659;Laarbeek;10;3.242,01;0,00;0,00;209,09;145,68;2.882,07;0,00;43,20;4,00;1.803,22;23.578,27;1.417,42;0,00;0,00;0,00;4.289,40;7,00;2.964,61;0,00;428,80;51,47;938,99;3.386,52;18.135,58;4.306,44;5.490,44;1.322,00;6.693,48;445,68;91,32;91,32;153,66;153,45;87,00;0,00;0,00;0,00;0,00;5.529,00;5.529,00;399.109.380,26;367.743.060,40;3.886.127.366,01;1,00;0,00;0,00;0,00;10.172,46;10.172,46
1982;Land van Cuijk;10;12.947,26;736,00;0,00;947,63;876,28;13.051,98;0,00;0,00;13,00;7.426,09;93.828,86;5.033,29;0,00;0,00;0,00;15.847,63;33,00;9.601,88;1.491,66;3.913,58;299,18;6.280,83;31.732,20;89.545,67;41.457,08;11.572,12;4.387,00;27.700,30;2.824,94;468,66;468,66;577,25;576,43;1.075,00;0,00;8,00;0,00;0,00;34.112,00;34.112,00;1.727.310.786,64;1.592.471.664,50;14.111.650.648,87;1,00;0,00;0,00;0,00;42.033,84;42.033,84
809;Loon op Zand;10;3.418,66;1.032,00;0,00;221,19;147,87;3.248,23;0,00;0,00;2,00;1.902,14;24.414,29;1.376,51;0,00;0,00;0,00;4.342,21;5,00;2.649,66;0,00;265,60;43,96;1.387,90;5.701,49;20.278,69;6.924,68;2.628,94;552,00;12.080,57;853,92;38,13;38,13;145,58;145,37;79,00;0,00;0,00;0,00;0,00;4.992,00;4.992,00;538.635.423,76;517.364.011,45;3.904.428.677,98;1,00;0,00;0,00;0,00;11.206,47;11.206,47
1991;Maashorst;10;8.905,13;550,00;0,00;674,67;669,26;8.982,84;0,00;0,00;5,00;4.943,26;60.321,51;3.142,19;0,00;0,00;0,00;10.985,50;13,00;6.854,14;833,36;2.236,79;186,58;4.737,08;45.096,32;62.514,16;51.353,80;5.132,29;1.189,00;32.709,19;2.275,17;189,67;189,67;425,61;425,00;94,00;0,00;0,00;0,00;0,00;13.730,00;13.730,00;1.289.984.970,70;1.218.960.085,50;10.042.063.789,70;1,00;0,00;0,00;0,00;27.440,60;27.440,60
1948;Meierijstad;10;12.245,86;1.732,00;0,00;777,20;1.006,63;11.855,06;0,00;0,00;7,00;6.475,22;85.634,49;3.807,86;0,00;0,00;0,00;15.551,11;17,00;8.987,61;1.769,14;3.144,79;282,02;6.844,41;45.985,92;83.672,33;54.871,74;13.808,00;3.024,00;38.811,13;2.738,71;351,24;351,24;564,10;563,31;155,00;0,00;0,00;0,00;0,00;18.397,00;18.397,00;2.137.596.671,68;2.003.118.081,94;14.542.847.413,81;1,00;0,00;0,00;0,00;37.680,71;37.680,71
1709;Moerdijk;10;5.528,04;1.513,00;1.513,00;519,70;224,55;5.297,57;0,00;0,00;7,00;3.104,79;38.690,24;2.093,89;0,00;0,00;0,00;6.705,24;21,00;3.906,51;243,08;872,00;56,83;2.529,78;5.752,03;34.320,11;7.389,69;11.258,37;3.918,82;13.190,28;1.752,57;323,14;339,30;211,29;236,31;2.481,00;0,00;27,00;0,00;0,00;16.877,32;15.922,00;965.866.332,17;965.866.332,17;5.574.758.175,29;1,00;0,00;0,00;0,00;17.401,43;19.489,60
820;Nuenen, Gerwen en Nederwetten;10;3.683,63;0,00;0,00;265,57;158,83;3.177,36;0,00;0,00;2,00;1.032,14;24.554,80;2.020,55;0,00;0,00;0,00;4.579,83;3,00;1.172,14;0,00;546,40;53,62;1.565,31;8.380,37;21.148,06;9.259,86;3.878,96;542,00;12.556,23;147,13;28,10;28,10;156,70;156,47;33,00;0,00;0,00;0,00;0,00;3.361,00;3.361,00;309.336.809,63;295.276.045,56;4.949.835.327,55;1,00;0,00;0,00;0,00;10.966,14;10.966,14
823;Oirschot;10;3.314,75;0,00;0,00;128,08;106,25;2.406,64;0,00;0,00;2,00;1.046,60;19.748,97;1.065,57;0,00;0,00;0,00;3.368,36;9,00;1.919,15;0,00;656,00;41,82;870,38;3.012,49;16.700,10;3.851,54;2.509,19;1.321,00;5.840,84;420,38;106,38;106,38;136,48;136,28;105,00;0,00;10,00;0,00;0,00;10.180,00;10.180,00;492.847.807,42;492.847.807,42;3.704.899.740,17;1,00;0,00;0,00;0,00;8.917,31;8.917,31
824;Oisterwijk;10;5.808,60;1.176,00;1.176,00;315,32;240,98;4.835,93;0,00;0,00;4,00;2.084,77;33.468,93;2.369,52;0,00;0,00;0,00;5.874,57;5,00;3.151,60;572,75;1.209,59;64,34;1.927,96;9.532,80;29.386,91;11.210,90;5.690,06;1.400,00;14.524,31;667,78;82,29;82,29;212,30;212,00;135,00;0,00;10,00;0,00;0,00;8.011,00;8.011,00;527.098.386,57;489.242.483,30;6.669.712.279,22;1,00;0,00;0,00;0,00;15.385,92;15.385,92
826;Oosterhout;10;7.938,77;1.991,00;1.991,00;862,25;425,00;8.847,98;0,00;0,00;2,00;5.123,79;59.016,44;3.258,33;0,00;0,00;0,00;10.879,89;8,00;6.072,48;1.764,98;1.874,39;132,97;7.431,53;50.555,19;59.582,54;52.617,43;11.231,84;1.406,00;44.231,69;2.901,30;133,47;133,47;337,65;337,18;166,00;0,00;10,00;0,00;0,00;7.142,00;7.142,00;1.390.212.981,28;1.349.112.286,29;9.169.403.670,18;1,00;0,00;0,00;0,00;27.593,07;27.593,07
828;Oss;10;12.858,93;2.590,00;0,00;1.624,99;1.704,37;15.563,95;0,00;0,00;6,00;8.979,73;96.277,26;3.685,30;0,00;0,00;0,00;16.958,57;22,00;10.878,26;3.247,02;4.313,58;480,40;10.635,65;94.125,05;98.825,75;100.827,33;20.389,74;3.612,77;62.383,91;6.392,23;196,70;198,66;616,67;621,96;911,00;0,00;10,00;0,00;0,00;16.342,81;16.181,00;1.616.627.336,11;1.532.262.751,67;14.461.607.443,60;1,00;0,00;0,00;0,00;43.202,15;43.634,17
1667;Reusel-De Mierden;10;2.057,43;0,00;0,00;83,70;102,96;1.773,73;0,00;0,00;3,00;905,70;13.801,84;455,23;0,00;0,00;0,00;2.687,98;8,00;1.458,78;0,00;0,00;49,33;454,79;2.082,46;13.141,72;3.143,90;730,73;421,00;3.784,34;223,02;98,35;98,35;94,02;93,88;89,00;0,00;0,00;0,00;0,00;7.777,00;7.777,00;227.495.952,07;188.558.451,56;2.280.522.020,78;1,00;0,00;0,00;0,00;6.224,24;6.224,24
1674;Roosendaal;10;10.032,56;3.464,00;3.464,00;1.822,65;736,08;13.974,28;0,00;0,00;4,00;7.555,46;78.568,29;4.107,76;0,00;0,00;0,00;13.622,71;9,00;9.865,01;2.540,92;2.983,99;156,56;11.908,87;79.598,40;82.934,37;87.918,12;9.710,59;1.339,00;63.883,67;5.377,17;127,45;127,45;494,35;493,65;66,00;0,00;10,00;0,00;0,00;10.651,00;10.651,00;1.689.094.350,96;1.610.137.752,69;10.276.409.857,60;1,00;0,00;0,00;0,00;36.630,54;36.630,54
840;Rucphen;10;3.413,46;637,00;0,00;326,41;190,59;2.994,28;53,01;0,00;3,00;2.164,74;24.256,59;1.054,68;0,00;0,00;0,00;4.049,75;6,00;4.538,75;0,00;290,40;34,31;1.139,92;9.805,75;22.431,91;12.009,51;963,97;259,00;7.340,70;1.374,80;61,22;61,22;157,71;157,48;9,00;0,00;0,00;0,00;0,00;6.438,00;6.438,00;357.287.620,45;309.336.809,63;3.612.946.806,86;1,00;0,00;0,00;0,00;10.577,38;10.577,38
796;'s-Hertogenbosch;10;27.406,41;8.390,00;8.390,00;3.181,07;2.562,03;31.852,35;0,00;0,00;5,00;13.566,51;163.290,95;4.726,81;0,00;0,00;0,00;28.720,92;8,00;12.684,68;5.026,53;6.539,17;732,39;21.910,36;255.859,21;180.304,42;265.948,01;72.271,00;5.271,00;162.436,24;8.137,33;81,29;81,29;851,21;850,01;841,00;0,00;0,00;0,00;54,00;10.940,00;10.940,00;4.076.539.984,26;4.068.968.803,60;28.945.979.933,80;1,00;0,00;0,00;0,00;78.699,73;78.699,73
845;Sint-Michielsgestel;10;4.873,41;0,00;0,00;202,03;259,60;3.648,85;0,00;0,00;4,00;1.733,13;30.504,97;1.582,53;0,00;0,00;0,00;6.001,51;8,00;2.344,67;850,95;723,20;84,71;1.321,25;4.235,68;24.797,42;5.256,69;6.833,45;1.344,00;8.567,33;358,66;59,21;59,21;172,87;172,63;100,00;0,00;0,00;0,00;0,00;5.835,00;5.835,00;263.909.725,70;242.277.780,97;5.514.497.757,83;1,00;0,00;0,00;0,00;12.922,07;12.922,07
847;Someren;10;3.267,99;0,00;0,00;175,14;153,35;2.436,17;0,00;0,00;3,00;1.540,78;20.420,21;878,82;0,00;0,00;0,00;3.734,95;6,00;2.869,35;356,65;335,20;47,18;851,75;5.873,34;18.337,76;7.834,49;2.416,56;975,00;6.742,71;392,54;131,46;131,46;142,54;142,34;139,00;0,00;0,00;0,00;0,00;8.011,00;8.011,00;391.538.199,60;354.763.893,56;3.335.748.886,54;1,00;0,00;0,00;0,00;9.038,48;9.038,48
848;Son en Breugel;10;2.696,48;0,00;0,00;159,34;117,20;2.232,42;0,00;0,00;1,00;834,50;18.328,66;1.167,08;0,00;0,00;0,00;3.685,19;2,00;621,60;480,49;0,00;36,46;1.274,20;5.661,05;16.629,33;6.500,10;3.905,24;571,00;5.631,20;97,01;34,12;34,12;154,67;154,46;57,00;0,00;0,00;0,00;0,00;2.594,00;2.594,00;457.515.631,03;457.515.631,03;3.529.028.595,87;1,00;0,00;0,00;0,00;7.767,18;7.767,18
851;Steenbergen;10;3.179,66;1.329,00;747,00;320,70;151,16;3.688,22;0,00;0,00;4,00;2.316,10;24.834,82;1.383,78;0,00;0,00;0,00;4.189,88;8,00;3.370,32;0,00;360,00;30,02;1.274,20;4.983,75;23.432,70;7.238,06;6.509,44;3.686,68;8.579,81;896,27;129,46;135,93;142,54;153,73;1.259,00;0,00;8,00;0,00;0,00;15.534,30;14.655,00;553.056.720,25;498.976.858,43;3.411.186.001,73;1,00;0,00;0,00;0,00;11.244,84;12.144,42
855;Tilburg;10;29.884,68;16.436,00;16.436,00;6.673,09;2.556,56;53.797,60;0,00;0,00;2,00;23.231,37;232.868,28;5.299,31;0,00;0,00;0,00;39.414,97;5,00;23.056,60;6.620,81;9.255,96;786,01;41.404,63;398.295,26;255.616,60;395.707,35;55.087,71;3.072,00;331.571,18;16.190,54;247,88;247,88;1.130,23;1.128,63;274,00;0,00;10,00;0,00;0,00;12.572,00;12.572,00;5.813.224.613,62;5.813.224.613,62;32.413.855.365,29;1,00;0,00;0,00;0,00;112.971,44;112.971,44
858;Valkenswaard;10;4.260,33;1.372,00;0,00;443,73;260,69;5.413,72;0,00;0,00;1,00;3.083,05;32.303,36;2.497,76;0,00;0,00;0,00;5.328,24;4,00;3.830,19;235,11;1.810,39;75,06;2.357,27;22.593,65;32.834,09;25.252,32;7.250,67;1.282,00;23.669,22;621,02;51,18;51,18;191,07;190,80;153,00;0,00;0,00;0,00;0,00;5.497,00;5.497,00;483.473.964,70;455.352.436,55;5.747.504.705,35;1,00;0,00;0,00;0,00;15.561,62;15.561,62
861;Veldhoven;10;5.605,97;0,00;0,00;480,71;346,13;7.122,48;0,00;0,00;1,00;3.330,44;48.119,93;2.483,55;0,00;0,00;0,00;8.768,70;2,00;3.093,73;1.267,22;976,00;136,18;6.322,97;38.454,70;48.735,57;40.698,90;4.106,11;275,00;36.443,28;727,45;36,13;36,13;284,07;283,67;19,00;0,00;0,00;0,00;0,00;3.169,00;3.169,00;1.201.293.997,31;1.201.293.997,31;9.189.936.849,46;1,00;0,00;0,00;0,00;21.576,84;21.576,84
865;Vught;10;5.502,06;1.311,00;0,00;285,74;366,94;4.668,59;0,00;89,80;3,00;1.944,42;33.369,86;1.850,99;0,00;0,00;0,00;6.837,25;5,00;1.921,68;2.103,33;1.595,99;115,81;1.890,72;14.920,91;31.085,23;17.084,24;7.172,33;1.328,00;17.827,16;172,96;36,13;36,13;178,94;178,68;119,00;0,00;0,00;0,00;0,00;5.993,00;5.993,00;621.557.878,56;571.443.873,27;7.301.777.102,37;1,00;0,00;0,00;0,00;15.184,97;15.184,97
866;Waalre;10;2.738,04;559,00;0,00;159,68;72,29;2.467,67;0,00;0,00;1,00;792,82;18.093,12;1.272,39;0,00;0,00;0,00;3.635,43;1,00;312,51;0,00;0,00;13,94;1.587,85;4.458,08;15.062,43;4.923,09;2.929,05;371,00;7.403,91;22,06;10,04;10,04;99,07;98,93;26,00;0,00;0,00;0,00;0,00;2.241,00;2.241,00;153.947.339,99;145.294.562,10;3.872.289.788,67;1,00;0,00;0,00;0,00;8.235,71;8.235,71
867;Waalwijk;10;7.164,63;1.316,00;0,00;707,95;439,24;8.787,94;0,00;0,00;2,00;5.131,27;51.799,61;2.440,79;0,00;0,00;0,00;9.097,72;3,00;6.808,27;697,37;3.151,19;149,05;5.075,24;42.387,11;54.447,16;46.501,48;16.991,95;2.239,00;31.252,22;2.329,51;120,43;120,43;357,87;357,37;315,00;0,00;0,00;0,00;0,00;6.449,00;6.449,00;1.292.869.230,00;1.292.869.230,00;7.574.064.914,59;1,00;0,00;0,00;0,00;23.081,40;23.081,40
873;Woensdrecht;10;2.628,94;0,00;0,00;258,51;116,11;3.015,93;0,00;0,00;4,00;1.836,08;22.435,95;1.638,21;0,00;0,00;0,00;3.654,72;6,00;3.377,44;125,35;314,40;23,59;932,13;4.316,55;20.996,43;9.856,29;1.918,48;606,32;7.537,56;795,07;60,21;64,43;160,74;160,51;53,00;0,00;0,00;0,00;0,00;9.692,64;9.144,00;551.975.123,01;509.432.298,38;3.258.079.904,03;1,00;0,00;0,00;0,00;10.892,43;10.892,43
879;Zundert;10;3.423,85;0,00;0,00;197,33;105,15;3.322,05;0,00;20,80;2,00;1.692,29;23.057,66;1.164,31;0,00;0,00;0,00;3.828,37;6,00;2.936,79;396,93;282,40;40,75;1.143,84;4.872,55;20.106,83;6.479,88;2.954,39;1.570,00;6.365,21;294,60;150,53;150,53;122,32;122,15;70,00;0,00;0,00;0,00;0,00;12.051,00;12.051,00;532.145.840,34;478.065.978,52;4.068.247.738,78;1,00;0,00;0,00;0,00;10.400,67;10.400,67
888;Beek;11;2.130,17;644,00;0,00;235,65;113,92;2.589,73;0,00;0,00;2,00;1.431,64;16.428,16;1.290,80;0,00;0,00;0,00;2.552,93;3,00;1.927,44;0,00;0,00;25,74;985,05;4.700,69;14.172,84;5.691,38;725,01;94,00;7.006,93;384,46;31,11;31,11;103,12;102,97;0,00;0,00;0,00;0,00;0,00;2.107,00;2.107,00;383.967.018,95;376.395.838,29;2.160.893.932,79;1,00;0,00;0,00;0,00;7.864,12;7.864,12
1954;Beekdaelen;11;4.364,24;519,00;0,00;417,17;240,98;5.252,29;0,00;0,00;7,00;3.202,66;36.214,54;2.780,57;0,00;0,00;0,00;5.809,58;12,00;4.165,05;0,00;0,00;49,33;1.500,62;4.508,62;26.424,97;5.610,50;2.177,10;477,00;8.741,44;1.022,92;40,14;40,14;246,67;246,32;18,00;0,00;0,00;0,00;0,00;7.831,00;7.831,00;315.105.328,23;286.983.800,08;4.885.111.175,47;1,00;0,00;0,00;0,00;17.207,55;17.207,55
889;Beesel;11;1.304,08;0,00;0,00;174,80;129,25;1.928,27;0,00;13,60;1,00;1.435,83;13.671,43;796,78;0,00;0,00;0,00;2.252,34;3,00;2.037,43;0,00;296,00;35,39;919,38;6.631,51;13.950,44;9.168,88;1.586,15;342,00;5.344,99;538,27;14,05;14,05;98,06;97,92;140,00;0,00;0,00;0,00;0,00;2.776,00;2.776,00;141.689.237,98;133.757.524,91;1.829.238.450,02;1,00;0,00;0,00;0,00;6.808,90;6.808,90
893;Bergen (L.);11;1.626,20;0,00;0,00;135,81;94,20;1.653,64;0,00;0,00;4,00;1.205,79;13.204,40;752,08;0,00;0,00;0,00;2.024,87;12,00;1.789,73;0,00;0,00;33,24;520,46;808,72;11.847,77;1.556,79;1.740,80;1.446,00;1.933,68;517,37;62,22;62,22;78,85;78,74;626,00;0,00;0,00;0,00;0,00;10.224,00;10.224,00;173.416.090,25;158.994.793,76;1.883.696.012,47;1,00;0,00;0,00;0,00;6.119,23;6.119,23
899;Brunssum;11;2.327,60;3.867,00;0,00;670,30;430,47;5.512,15;0,00;13,30;1,00;3.908,78;27.834,17;1.999,24;0,00;0,00;0,00;4.248,78;1,00;4.710,62;139,47;571,20;91,15;1.877,97;22.805,94;28.992,66;25.262,43;2.508,87;158,00;24.858,50;1.449,40;16,06;16,06;160,74;160,51;9,00;0,00;0,00;0,00;0,00;1.725,00;1.725,00;288.786.462,14;284.099.540,78;3.096.939.084,01;1,00;0,00;0,00;0,00;14.984,03;14.984,03
1711;Echt-Susteren;11;4.062,90;572,00;572,00;370,78;271,65;4.888,10;0,00;0,00;5,00;3.102,69;32.620,79;2.254,21;0,00;0,00;0,00;4.944,39;12,00;4.843,84;205,23;1.145,59;73,99;1.819,17;13.899,90;30.852,72;18.216,45;3.084,70;1.000,00;12.345,20;1.187,29;87,31;87,31;246,67;246,32;165,00;0,00;29,00;0,00;0,00;10.296,00;10.296,00;571.443.873,27;536.472.229,29;4.451.682.543,21;1,00;0,00;0,00;0,00;16.394,68;16.394,68
1903;Eijsden-Margraten;11;3.470,61;0,00;0,00;237,66;138,01;3.372,25;0,00;0,00;5,00;1.600,11;26.466,42;1.931,27;0,00;0,00;0,00;4.662,08;21,00;2.070,91;215,87;0,00;20,37;1.006,62;3.174,23;19.955,20;3.982,95;1.000,44;301,00;5.862,77;27,02;39,14;39,14;193,09;192,82;122,00;0,00;0,00;0,00;0,00;7.755,00;7.755,00;323.397.573,70;299.602.434,50;4.265.544.809,28;1,00;0,00;0,00;0,00;12.368,72;12.368,72
907;Gennep;11;2.161,34;569,00;569,00;219,18;132,54;2.708,83;0,00;0,00;3,00;1.302,91;17.978,89;1.093,51;0,00;0,00;0,00;2.946,93;5,00;1.933,88;544,43;423,20;56,83;925,27;4.458,08;17.245,98;6.540,53;3.382,75;959,00;6.150,10;244,53;72,26;72,98;117,27;117,10;319,00;0,00;5,00;0,00;0,00;4.723,00;4.723,00;337.818.870,19;321.955.444,06;2.684.490.004,50;1,00;0,00;0,00;0,00;9.234,38;9.234,38
1729;Gulpen-Wittem;11;1.984,69;0,00;0,00;140,85;89,82;2.175,33;0,00;0,00;4,00;1.350,47;14.169,81;1.290,84;0,00;0,00;0,00;1.978,16;20,00;1.550,13;306,84;1.044,00;25,74;478,32;636,87;9.755,20;919,92;1.071,91;561,00;2.167,12;244,39;31,11;31,11;90,98;90,86;19,00;0,00;0,00;0,00;0,00;7.317,00;7.317,00;166.926.506,83;143.131.367,63;2.259.096.094,58;1,00;0,00;0,00;0,00;7.577,34;7.577,34
917;Heerlen;11;9.123,35;7.754,00;0,00;3.694,39;1.452,44;21.647,98;0,00;0,00;1,00;13.785,98;88.476,14;4.996,84;0,00;0,00;0,00;13.854,24;4,00;14.705,72;6.102,97;5.058,38;320,62;11.482,50;135.481,04;102.313,36;145.630,49;9.957,48;518,00;88.782,26;8.731,22;50,18;50,18;490,31;489,61;70,00;0,00;0,00;0,00;0,00;4.483,00;4.483,00;1.770.214.143,69;1.731.276.643,18;8.949.787.926,55;1,00;0,00;0,00;0,00;47.706,75;47.706,75
1507;Horst aan de Maas;11;5.621,56;0,00;0,00;368,77;282,60;6.305,51;0,00;0,00;10,00;3.385,03;44.724,31;2.381,87;0,00;0,00;0,00;7.354,13;21,00;4.700,08;157,41;1.351,19;81,50;1.839,75;14.607,53;41.740,13;19.864,22;7.803,21;3.385,00;12.361,56;610,68;289,02;289,02;309,35;308,91;371,00;0,00;0,00;0,00;0,00;18.821,00;18.821,00;1.116.208.348,04;1.098.181.727,43;6.303.686.039,83;1,00;0,00;0,00;0,00;20.951,79;20.951,79
928;Kerkrade;11;4.099,27;7.506,00;0,00;1.418,59;577,25;9.735,83;0,00;0,00;1,00;7.135,82;45.985,92;3.034,65;0,00;0,00;0,00;7.030,19;1,00;8.999,42;1.047,86;388,00;67,56;3.904,93;49.321,89;48.472,74;52.132,20;5.031,63;245,00;42.693,44;3.158,10;44,16;44,16;267,90;267,52;24,00;0,00;0,00;0,00;0,00;2.191,00;2.191,00;649.679.406,71;638.502.901,93;4.580.238.100,46;1,00;0,00;0,00;0,00;24.607,17;24.607,17
882;Landgraaf;11;3.210,84;2.575,00;0,00;960,74;403,09;6.504,34;0,00;0,00;1,00;4.534,88;37.240,61;2.596,85;0,00;0,00;0,00;5.761,85;3,00;5.978,89;183,31;1.475,99;92,22;2.157,32;33.147,47;37.292,16;35.341,12;2.762,55;185,00;27.717,59;1.703,08;12,04;12,04;211,29;210,99;8,00;0,00;0,00;0,00;0,00;2.459,00;2.459,00;316.907.990,29;303.928.823,45;4.316.877.757,49;1,00;0,00;0,00;0,00;18.855,50;18.855,50
1640;Leudal;11;4.842,23;0,00;0,00;330,11;243,17;5.055,43;0,00;0,00;9,00;2.702,99;36.501,64;2.442,84;0,00;0,00;0,00;5.555,71;17,00;4.029,97;1.337,02;1.175,19;60,05;1.711,35;4.326,66;31.782,75;7.399,80;4.440,69;2.028,00;6.881,93;546,62;185,66;185,66;269,92;269,54;250,00;0,00;0,00;0,00;0,00;16.240,00;16.240,00;623.721.073,03;565.314.822,26;5.289.525.532,65;1,00;0,00;0,00;0,00;17.247,94;17.247,94
1641;Maasgouw;11;3.267,99;0,00;0,00;266,57;182,92;3.569,12;0,00;0,00;6,00;1.846,30;24.769,11;1.963,01;0,00;0,00;0,00;3.597,86;10,00;3.444,98;189,29;0,00;46,11;1.056,61;3.548,26;22.260,05;5.782,36;8.521,52;2.021,00;5.841,91;531,84;36,13;36,13;179,95;179,69;1.242,00;0,00;24,00;0,00;0,00;4.569,00;4.569,00;406.680.560,91;395.143.523,72;3.670.528.983,54;1,00;0,00;0,00;0,00;13.010,93;13.010,93
935;Maastricht;11;15.124,18;12.746,00;10.137,00;3.381,76;1.421,77;41.732,88;0,00;0,00;1,00;13.479,26;126.931,85;6.363,64;0,00;0,00;0,00;15.890,28;2,00;12.661,94;2.975,62;4.765,58;293,81;16.957,64;182.194,81;137.826,33;191.768,05;24.268,83;1.162,00;189.753,46;6.526,51;49,17;49,17;608,59;607,73;440,00;0,00;0,00;101,00;0,00;5.572,00;5.572,00;2.575.283.020,04;2.528.413.806,46;18.671.355.570,05;1,00;0,00;0,00;0,00;71.362,71;71.362,71
938;Meerssen;11;2.374,36;589,00;0,00;199,34;130,35;2.748,20;0,00;0,00;3,00;1.515,25;18.661,24;1.620,70;0,00;0,00;0,00;2.907,33;7,00;1.946,08;0,00;916,80;32,17;781,18;4.852,33;15.668,98;5.762,14;2.709,60;406,00;5.554,40;251,68;15,05;15,05;117,27;117,10;83,00;0,00;0,00;0,00;0,00;2.683,00;2.683,00;143.131.367,63;132.315.395,26;2.813.045.561,75;1,00;0,00;0,00;0,00;8.958,71;8.958,71
944;Mook en Middelaar;11;1.189,78;0,00;0,00;94,80;41,62;1.241,22;0,00;0,00;1,00;423,68;8.190,33;680,42;0,00;0,00;0,00;1.208,43;4,00;331,63;0,00;180,00;8,58;391,08;778,39;6.045,19;990,68;1.135,44;263,61;1.768,65;53,97;8,03;8,11;47,51;47,45;143,00;0,00;0,00;0,00;0,00;1.755,38;1.738,00;65.616.899,01;62.011.574,89;1.516.777.026,15;1,00;0,00;0,00;0,00;3.895,71;3.895,71
